WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH
SNOW,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",02/12/2025 13:25,WEATHER,FOLLOWING TOO CLOSELY,1400,W,63RD ST,713,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,4,2,,,,,
SNOW,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",02/12/2025 12:23,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1200,S,MICHIGAN AVE,131,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,12,4,2,,,,,
CLEAR,DAYLIGHT,TURNING,TRAFFIC ROUTE,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",04/24/2025 13:58,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,6900,S,MICHIGAN AVE,322,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,5,4,,,,,
SNOW,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,SNOW OR SLUSH,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/12/2025 22:32,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,3429,W,DIVERSEY AVE,1412,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,4,2,,,,,
SNOW,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/12/2025 15:55,UNABLE TO DETERMINE,NOT APPLICABLE,2027,N,PULASKI RD,2525,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,4,2,,,,,
CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/24/2025 18:35,FOLLOWING TOO CLOSELY,NOT APPLICABLE,5312,S,KEDZIE AVE,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,4,,,,,
SNOW,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,SNOW OR SLUSH,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,N,"OVER $1,500",02/13/2025 15:10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4200,W,WILCOX ST,1115,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,4,2,,,,,
UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,$500 OR LESS,04/24/2025 19:10,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4733,N,KENMORE AVE,1914,,,,,,,2,,,,,,,,,15,1,4,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,UNKNOWN,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",04/17/2025 23:27,DISREGARDING OTHER TRAFFIC SIGNS,DISREGARDING OTHER TRAFFIC SIGNS,398,N,CENTRAL AVE,1512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,23,5,4,,,,,
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",04/24/2025 9:45,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3504,W,76TH ST,835,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,4,4,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",04/24/2025 22:47,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,6100,S,WESTERN AVE,825,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,5,4,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",04/24/2025 23:30,UNABLE TO DETERMINE,NOT APPLICABLE,100,W,POLK ST,123,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,5,4,,,,,
CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",04/24/2025 18:05,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1258,W,BELMONT AVE,1924,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,17,5,4,,,,,
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/24/2025 10:10,IMPROPER BACKING,UNABLE TO DETERMINE,5521,S,KEDZIE AVE,824,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,4,,,,,
CLEAR,DAYLIGHT,TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/23/2025 11:21,UNABLE TO DETERMINE,NOT APPLICABLE,6859,W,BELMONT AVE,2511,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,11,4,4,,,,,
CLEAR,DAYLIGHT,FIXED OBJECT,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",03/21/2025 8:37,NOT APPLICABLE,NOT APPLICABLE,3300,E,CHELTENHAM DR,421,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,6,3,,,,,
CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",03/21/2025 15:50,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,600,N,CICERO AVE,1532,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,9,0,15,6,3,,,,,
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,"CURVE, LEVEL",DRY,WORN SURFACE,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/24/2025 11:30,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,5346,N,LARAMIE AVE,1623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,5,4,,,,,
SNOW,DAYLIGHT,HEAD ON,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",02/12/2025 15:50,IMPROPER LANE USAGE,NOT APPLICABLE,428,W,79TH ST,621,,,,,,,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,1,0,15,4,2,,,,,
CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",04/24/2025 10:00,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,4400,W,CONGRESS PKWY,1131,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,4,,,,,
CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,04/24/2025 17:06,IMPROPER BACKING,NOT APPLICABLE,246,E,OHIO ST,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,4,,,,,
CLEAR,DARKNESS,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/24/2025 0:03,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3158,S,ASHLAND AVE,912,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,5,4,,,,,
UNKNOWN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",02/12/2025 15:30,UNABLE TO DETERMINE,NOT APPLICABLE,1779,W,PETERSON AVE,2012,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,13,4,2,,,,,
CLEAR,UNKNOWN,OTHER OBJECT,PARKING LOT,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",04/24/2025 16:15,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,2845,W,48TH PL,922,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,2,4,,,,,
SNOW,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,SNOW OR SLUSH,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",02/12/2025 16:50,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3004,W,WARREN BLVD,1222,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,4,2,,,,,
SNOW,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/12/2025 13:39,UNABLE TO DETERMINE,NOT APPLICABLE,530,S,CLARK ST,123,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,4,2,,,,,
CLEAR,DAYLIGHT,REAR END,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",12/06/2023 16:08,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,560,W,OHARE ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,4,12,,,,,
CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",02/12/2025 9:10,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,1755,W,JACKSON BLVD,1225,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,2,,,,,
SNOW,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,02/12/2025 10:50,IMPROPER TURNING/NO SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,530,N,WABASH AVE,1834,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,10,4,2,,,,,
SNOW,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,02/12/2025 9:59,EQUIPMENT - VEHICLE CONDITION,WEATHER,5830,S,BISHOP ST,713,,,,,,,1,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,9,4,2,,,,,
SNOW,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",02/12/2025 19:24,WEATHER,FAILING TO REDUCE SPEED TO AVOID CRASH,5558,W,65TH ST,813,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,4,2,,,,,
CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",03/21/2025 16:46,FOLLOWING TOO CLOSELY,NOT APPLICABLE,4201,W,26TH ST,1031,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,4,0,16,6,3,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",03/21/2025 23:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,244,W,CERMAK RD,914,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,6,3,,,,,
CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",04/23/2025 12:39,DISREGARDING STOP SIGN,FAILING TO YIELD RIGHT-OF-WAY,5000,S,PAULINA ST,931,,,,,,,3,"REPORTED, NOT EVIDENT",1,0,0,0,1,3,0,12,4,4,,,,,
CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/24/2025 14:15,UNABLE TO DETERMINE,NOT APPLICABLE,2021,S,CANALPORT AVE,1235,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,5,4,,,,,
CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",04/21/2025 14:46,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,3156,W,DEVON AVE,2412,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,2,4,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",04/23/2025 22:56,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3645,W,CHICAGO AVE,1112,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,3,0,22,4,4,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",OTHER OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,DEBRIS ON ROADWAY,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,,"OVER $1,500",04/24/2025 20:09,UNABLE TO DETERMINE,NOT APPLICABLE,3915,S,CICERO AVE,1031,,,,,,,1,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,20,5,4,,,,,
UNKNOWN,UNKNOWN,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/15/2025 13:00,UNABLE TO DETERMINE,NOT APPLICABLE,2058,N,NARRAGANSETT AVE,2512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,3,7,,,,,
CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",04/24/2025 7:29,DISREGARDING TRAFFIC SIGNALS,FAILING TO YIELD RIGHT-OF-WAY,2901,W,CERMAK RD,1033,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,7,5,4,,,,,
CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",04/24/2025 15:02,FOLLOWING TOO CLOSELY,NOT APPLICABLE,6300,S,ST LOUIS AVE,823,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,14,5,4,,,,,
CLEAR,DAWN,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",08/03/2023 5:37,FOLLOWING TOO CLOSELY,DISTRACTION - FROM OUTSIDE VEHICLE,5047,N,HARLEM AVE,1613,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,5,5,8,,,,,
UNKNOWN,DUSK,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",03/23/2025 18:00,UNABLE TO DETERMINE,NOT APPLICABLE,3802,W,DIVERSEY AVE,2523,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,6,3,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",04/24/2025 12:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7240,S,EAST END AVE,324,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,4,3,4,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",04/24/2025 2:22,PHYSICAL CONDITION OF DRIVER,FAILING TO REDUCE SPEED TO AVOID CRASH,5030,W,NORTH AVE,2533,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,2,5,4,,,,,
CLEAR,DAWN,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,03/21/2025 7:13,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4330,W,50TH ST,815,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,7,6,3,,,,,
UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,UNKNOWN,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",04/02/2025 14:35,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4500,S,CICERO AVE,814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,20,3,4,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",04/13/2025 0:25,UNABLE TO DETERMINE,NOT APPLICABLE,4799,W,DIVERSEY AVE,2521,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,2,0,0,1,4,,,,,
UNKNOWN,DAYLIGHT,PEDESTRIAN,T-INTERSECTION,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"$501 - $1,500",04/25/2025 0:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2329,W,HOWARD ST,2411,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,10,3,4,,,,,
UNKNOWN,DAWN,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,OTHER,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",04/24/2025 19:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3811,N,LONG AVE,1634,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,5,3,4,,,,,
CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",04/24/2025 16:40,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,4001,W,BELMONT AVE,2523,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,15,5,4,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",03/21/2025 2:10,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,2102,E,103RD ST,431,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,1,6,3,,,,,
CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",03/21/2025 17:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2747,N,AUSTIN AVE,2514,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,3,,,,,
CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/24/2025 19:30,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,2750,W,111TH ST,2212,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,4,,,,,
CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/24/2025 11:15,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1801,W,DIVERSEY PKWY,1931,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,3,4,,,,,
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",04/24/2025 8:24,UNABLE TO DETERMINE,UNABLE TO DETERMINE,10800,S,WESTERN AVE,2212,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,5,4,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",04/24/2025 15:15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,820,W,36TH ST,915,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,7,4,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",03/21/2025 3:01,NOT APPLICABLE,NOT APPLICABLE,6245,S,WESTERN AVE,825,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,3,6,3,,,,,
CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",04/24/2025 19:00,ROAD CONSTRUCTION/MAINTENANCE,UNABLE TO DETERMINE,211,N,STATE ST,111,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,5,4,,,,,
CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",03/21/2025 8:19,NOT APPLICABLE,NOT APPLICABLE,2400,W,PRATT BLVD,2411,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,6,3,,,,,
CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,03/21/2025 18:29,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,1601,S,SACRAMENTO DR,1022,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,18,6,3,,,,,
